date,Algod√£o,CONCENTRADO,Complemento alimenta,Farinha de Milho,Farinha de Soja,Feno,Silagem de milho,lote,leite,qtd_animais_alimentados
2021-08-16T06:22:00,,,,232,278,70,1844,1,2876,42
2021-08-16T06:22:00,,,,,,,,2,2876,
2021-08-16T06:22:00,,,,,,,,3,2876,
2021-08-16T07:54:00,,,,,,,,1,2876,
2021-08-16T07:54:00,,,,74,98,24,906,2,2876,22
2021-08-16T07:54:00,,,,,,,,3,2876,
2021-08-17T06:19:00,,,,232,278,70,1844,1,2648,42
2021-08-17T06:19:00,,,,,,,,2,2648,
2021-08-17T06:19:00,,,,,,,,3,2648,
2021-08-17T07:27:00,,,,,,,,1,2648,
2021-08-17T07:27:00,,,,,,,,2,2648,
2021-08-17T07:27:00,,,,110,138,34,1098,3,2648,25
2021-08-17T08:04:00,,,,,,,,1,2648,
2021-08-17T08:04:00,,,,74,98,24,906,2,2648,22
2021-08-17T08:04:00,,,,,,,,3,2648,
2021-08-18T06:11:00,,,,232,278,70,1844,1,2691.2,42
2021-08-18T06:11:00,,,,,,,,2,2691.2,
2021-08-18T06:11:00,,,,,,,,3,2691.2,
2021-08-18T07:28:00,,,,,,,,1,2691.2,
2021-08-18T07:28:00,,,,,,,,2,2691.2,
2021-08-18T07:28:00,,,,110,138,34,1098,3,2691.2,25
2021-08-18T07:51:00,,,,,,,,1,2691.2,
2021-08-18T07:51:00,,,,74,98,24,906,2,2691.2,22
2021-08-18T07:51:00,,,,,,,,3,2691.2,
2021-08-19T06:20:00,,,,232,278,70,1844,1,2674,42
2021-08-19T06:20:00,,,,,,,,2,2674,
2021-08-19T06:20:00,,,,,,,,3,2674,
2021-08-19T07:15:00,,,,,,,,1,2674,
2021-08-19T07:15:00,,,,,,,,2,2674,
2021-08-19T07:15:00,,,,110,138,34,1098,3,2674,25
2021-08-19T07:47:00,,,,,,,,1,2674,
2021-08-19T07:47:00,,,,74,98,24,906,2,2674,22
2021-08-19T07:47:00,,,,,,,,3,2674,
2021-08-20T06:18:00,,,,232,278,70,1844,1,2601,42
2021-08-20T06:18:00,,,,,,,,2,2601,
2021-08-20T06:18:00,,,,,,,,3,2601,
2021-08-20T07:01:00,,,,,,,,1,2601,
2021-08-20T07:01:00,,,,,,,,2,2601,
2021-08-20T07:01:00,,,,110,138,34,1098,3,2601,25
2021-08-20T07:22:00,,,,,,,,1,2601,
2021-08-20T07:22:00,,,,74,98,24,906,2,2601,22
2021-08-20T07:22:00,,,,,,,,3,2601,
2021-08-21T06:32:00,,,,,,,,1,2514,
2021-08-21T06:32:00,,,,74,98,24,906,2,2514,22
2021-08-21T06:32:00,,,,,,,,3,2514,
2021-08-21T05:23:00,,,,232,278,70,1844,1,2514,42
2021-08-21T05:23:00,,,,,,,,2,2514,
2021-08-21T05:23:00,,,,,,,,3,2514,
2021-08-21T06:54:00,,,,,,,,1,2514,
2021-08-21T06:54:00,,,,,,,,2,2514,
2021-08-21T06:54:00,,,,110,138,34,1098,3,2514,25
2021-08-22T07:00:00,,,,232,278,70,1844,1,2703,42
2021-08-22T07:00:00,,,,,,,,2,2703,
2021-08-22T07:00:00,,,,,,,,3,2703,
2021-08-22T07:44:00,,,,,,,,1,2703,
2021-08-22T07:44:00,,,,,,,,2,2703,
2021-08-22T07:44:00,,,,110,138,34,1098,3,2703,25
2021-08-22T08:16:00,,,,,,,,1,2703,
2021-08-22T08:16:00,,,,74,98,24,906,2,2703,22
2021-08-22T08:16:00,,,,,,,,3,2703,
2021-08-23T06:22:00,,,,232,278,70,1844,1,2611,42
2021-08-23T06:22:00,,,,,,,,2,2611,
2021-08-23T06:22:00,,,,,,,,3,2611,
2021-08-23T07:15:00,,,,,,,,1,2611,
2021-08-23T07:15:00,,,,,,,,2,2611,
2021-08-23T07:15:00,,,,110,138,34,1098,3,2611,25
2021-08-23T07:38:00,,,,,,,,1,2611,
2021-08-23T07:38:00,,,,74,98,24,906,2,2611,22
2021-08-23T07:38:00,,,,,,,,3,2611,
2021-08-24T06:14:00,,,,232,278,70,1844,1,2731,42
2021-08-24T06:14:00,,,,,,,,2,2731,
2021-08-24T06:14:00,,,,,,,,3,2731,
2021-08-24T07:13:00,,,,,,,,1,2731,
2021-08-24T07:13:00,,,,,,,,2,2731,
2021-08-24T07:13:00,,,,110,138,34,1098,3,2731,25
2021-08-24T07:38:00,,,,,,,,1,2731,
2021-08-24T07:38:00,,,,74,98,24,906,2,2731,22
2021-08-24T07:38:00,,,,,,,,3,2731,
2021-08-25T06:18:00,,,,232,278,70,1844,1,2569,42
2021-08-25T06:18:00,,,,,,,,2,2569,
2021-08-25T06:18:00,,,,,,,,3,2569,
2021-08-25T06:59:00,,,,,,,,1,2569,
2021-08-25T06:59:00,,,,,,,,2,2569,
2021-08-25T06:59:00,,,,110,138,34,1098,3,2569,25
2021-08-25T07:21:00,,,,,,,,1,2569,
2021-08-25T07:21:00,,,,74,98,24,906,2,2569,22
2021-08-25T07:21:00,,,,,,,,3,2569,
2021-08-26T06:11:00,,,,232,278,70,1844,1,2685,42
2021-08-26T06:11:00,,,,,,,,2,2685,
2021-08-26T06:11:00,,,,,,,,3,2685,
2021-08-26T06:53:00,,,,,,,,1,2685,
2021-08-26T06:53:00,,,,,,,,2,2685,
2021-08-26T06:53:00,,,,106,132,32,1054,3,2685,24
2021-08-26T07:18:00,,,,,,,,1,2685,
2021-08-26T07:18:00,,,,76,102,26,946,2,2685,23
2021-08-26T07:18:00,,,,,,,,3,2685,
2021-08-27T05:47:00,,,,232,278,70,1844,1,2769,42
2021-08-27T05:47:00,,,,,,,,2,2769,
2021-08-27T05:47:00,,,,,,,,3,2769,
2021-08-27T06:31:00,,,,,,,,1,2769,
2021-08-27T06:31:00,,,,76,102,26,946,2,2769,23
2021-08-27T06:31:00,,,,,,,,3,2769,
2021-08-27T06:50:00,,,,,,,,1,2769,
2021-08-27T06:50:00,,,,,,,,2,2769,
2021-08-27T06:50:00,,,,106,132,32,1054,3,2769,24
2021-08-28T06:22:00,,,,232,278,70,1844,1,2597,42
2021-08-28T06:22:00,,,,,,,,2,2597,
2021-08-28T06:22:00,,,,,,,,3,2597,
2021-08-28T07:00:00,,,,,,,,1,2597,
2021-08-28T07:00:00,,,,76,102,26,946,2,2597,23
2021-08-28T07:00:00,,,,,,,,3,2597,
2021-08-28T07:24:00,,,,,,,,1,2597,
2021-08-28T07:24:00,,,,,,,,2,2597,
2021-08-28T07:24:00,,,,106,132,32,1054,3,2597,24
2021-08-30T06:42:00,,,,232,278,70,1844,1,2730,42
2021-08-30T06:42:00,,,,,,,,2,2730,
2021-08-30T06:42:00,,,,,,,,3,2730,
2021-08-30T07:33:00,,,,,,,,1,2730,
2021-08-30T07:33:00,,,,,,,,2,2730,
2021-08-30T07:33:00,,,,106,132,32,1054,3,2730,24
2021-08-30T07:58:00,,,,,,,,1,2730,
2021-08-30T07:58:00,,,,76,102,26,946,2,2730,23
2021-08-30T07:58:00,,,,,,,,3,2730,
2021-08-31T06:34:00,,,,214,258,64,1712,1,2614,39
2021-08-31T06:34:00,,,,,,,,2,2614,
2021-08-31T06:34:00,,,,,,,,3,2614,
2021-08-31T07:19:00,,,,,,,,1,2614,
2021-08-31T07:19:00,,,,,,,,2,2614,
2021-08-31T07:19:00,,,,142,176,42,1404,3,2614,32
2021-08-31T07:56:00,,,,,,,,1,2614,
2021-08-31T07:56:00,,,,54,70,18,658,2,2614,16
2021-08-31T07:56:00,,,,,,,,3,2614,
2021-09-01T06:30:00,,,,214,258,64,1456,1,2692,39
2021-09-01T06:30:00,,,,,,,,2,2692,
2021-09-01T06:30:00,,,,,,,,3,2692,
2021-09-01T07:13:00,,,,,,,,1,2692,
2021-09-01T07:13:00,,,,,,,,2,2692,
2021-09-01T07:13:00,,,,142,176,42,1404,3,2692,32
2021-09-01T07:43:00,,,,,,,,1,2692,
2021-09-01T07:43:00,,,,54,70,18,658,2,2692,16
2021-09-01T07:43:00,,,,,,,,3,2692,
2021-09-02T06:23:00,,,,214,258,64,1456,1,2728,39
2021-09-02T06:23:00,,,,,,,,2,2728,
2021-09-02T06:23:00,,,,,,,,3,2728,
2021-09-02T07:05:00,,,,,,,,1,2728,
2021-09-02T07:05:00,,,,,,,,2,2728,
2021-09-02T07:05:00,,,,142,176,42,1404,3,2728,32
2021-09-02T07:39:00,,,,,,,,1,2728,
2021-09-02T07:39:00,,,,54,70,18,658,2,2728,16
2021-09-02T07:39:00,,,,,,,,3,2728,
2021-09-03T07:24:00,86,,,214,214,44,1608,1,2651,39
2021-09-03T07:24:00,,,,,,,,2,2651,
2021-09-03T07:24:00,,,,,,,,3,2651,
2021-09-03T08:19:00,,,,,,,,1,2651,
2021-09-03T08:19:00,,,,,,,,2,2651,
2021-09-03T08:19:00,54,,,148,136,36,1228,3,2651,32
2021-09-03T09:03:00,,,,,,,,1,2651,
2021-09-03T09:03:00,18,,,54,56,56,632,2,2651,16
2021-09-03T09:03:00,,,,,,,,3,2651,
2021-09-04T05:52:00,86,,,214,214,44,1608,1,2614,39
2021-09-04T05:52:00,,,,,,,,2,2614,
2021-09-04T05:52:00,,,,,,,,3,2614,
2021-09-04T06:44:00,,,,,,,,1,2614,
2021-09-04T06:44:00,,,,,,,,2,2614,
2021-09-04T06:44:00,44,,,120,110,30,998,3,2614,26
2021-09-04T07:16:00,,,,,,,,1,2614,
2021-09-04T07:16:00,30,,,86,90,90,1028,2,2614,26
2021-09-04T07:16:00,,,,,,,,3,2614,
2021-09-05T07:17:00,80,,,198,198,40,1484,1,2824,36
2021-09-05T07:17:00,,,,,,,,2,2824,
2021-09-05T07:17:00,,,,,,,,3,2824,
2021-09-05T08:08:00,,,,,,,,1,2824,
2021-09-05T08:08:00,,,,,,,,2,2824,
2021-09-05T08:08:00,44,,,120,110,30,998,3,2824,26
2021-09-05T08:47:00,,,,,,,,1,2824,
2021-09-05T08:47:00,30,,,86,90,90,1028,2,2824,26
2021-09-05T08:47:00,,,,,,,,3,2824,
2021-09-06T05:58:00,80,,,198,198,40,1484,1,2569,36
2021-09-06T05:58:00,,,,,,,,2,2569,
2021-09-06T05:58:00,,,,,,,,3,2569,
2021-09-06T06:54:00,,,,,,,,1,2569,
2021-09-06T06:54:00,,,,,,,,2,2569,
2021-09-06T06:54:00,44,,,120,110,30,998,3,2569,26
2021-09-06T07:37:00,,,,,,,,1,2569,
2021-09-06T07:37:00,30,,,86,90,90,1028,2,2569,26
2021-09-06T07:37:00,,,,,,,,3,2569,
2021-09-07T06:00:00,80,,,198,198,40,1484,1,2780,36
2021-09-07T06:00:00,,,,,,,,2,2780,
2021-09-07T06:00:00,,,,,,,,3,2780,
2021-09-07T06:51:00,,,,,,,,1,2780,
2021-09-07T06:51:00,,,,,,,,2,2780,
2021-09-07T06:51:00,44,,,120,110,30,998,3,2780,26
2021-09-07T07:30:00,,,,,,,,1,2780,
2021-09-07T07:30:00,30,,,86,90,90,1028,2,2780,26
2021-09-07T07:30:00,,,,,,,,3,2780,
2021-09-08T06:23:00,80,,,198,198,40,1484,1,3149,36
2021-09-08T06:23:00,,,,,,,,2,3149,
2021-09-08T06:23:00,,,,,,,,3,3149,
2021-09-08T07:03:00,,,,,,,,1,3149,
2021-09-08T07:03:00,,,,,,,,2,3149,
2021-09-08T07:03:00,44,,,120,110,30,998,3,3149,26
2021-09-08T07:36:00,,,,,,,,1,3149,
2021-09-08T07:36:00,30,,,86,90,90,1028,2,3149,26
2021-09-08T07:36:00,,,,,,,,3,3149,
2021-09-09T06:20:00,80,,,198,198,40,,1,3219,36
2021-09-09T06:20:00,,,,,,,,2,3219,
2021-09-09T06:20:00,,,,,,,,3,3219,
2021-09-09T07:12:00,,,,,,,,1,3219,
2021-09-09T07:12:00,,,,,,,,2,3219,
2021-09-09T07:12:00,44,,,120,110,30,,3,3219,26
2021-09-09T07:41:00,,,,,,,,1,3219,
2021-09-09T07:41:00,30,,,86,90,90,,2,3219,26
2021-09-09T07:41:00,,,,,,,,3,3219,
2021-09-10T05:39:00,84,,,210,198,,188,1,2379,36
2021-09-10T05:39:00,,,,,,,,2,2379,
2021-09-10T05:39:00,,,,,,,,3,2379,
2021-09-10T06:23:00,,,,,,,,1,2379,
2021-09-10T06:23:00,,,,,,,,2,2379,
2021-09-10T06:23:00,44,,,122,112,,136,3,2379,26
2021-09-10T06:52:00,,,,,,,,1,2379,
2021-09-10T06:52:00,32,,,92,94,,108,2,2379,26
2021-09-10T06:52:00,,,,,,,,3,2379,
2021-09-11T06:41:00,86,,,216,204,,192,1,2839,37
2021-09-11T06:41:00,,,,,,,,2,2839,
2021-09-11T06:41:00,,,,,,,,3,2839,
2021-09-11T07:37:00,,,,,,,,1,2839,
2021-09-11T07:37:00,,,,,,,,2,2839,
2021-09-11T07:37:00,44,,,122,112,,136,3,2839,26
2021-09-11T08:27:00,,,,,,,,1,2839,
2021-09-11T08:27:00,32,,,92,94,,108,2,2839,26
2021-09-11T08:27:00,,,,,,,,3,2839,
2021-09-12T05:33:00,86,,,216,204,,192,1,2978,37
2021-09-12T05:33:00,,,,,,,,2,2978,
2021-09-12T05:33:00,,,,,,,,3,2978,
2021-09-12T06:21:00,,,,,,,,1,2978,
2021-09-12T06:21:00,32,,,92,94,,108,2,2978,26
2021-09-12T06:21:00,,,,,,,,3,2978,
2021-09-12T06:48:00,,,,,,,,1,2978,
2021-09-12T06:48:00,,,,,,,,2,2978,
2021-09-12T06:48:00,44,,,122,112,,136,3,2978,26
2021-09-13T06:59:00,86,,,216,204,,192,1,2980.3,37
2021-09-13T06:59:00,,,,,,,,2,2980.3,
2021-09-13T06:59:00,,,,,,,,3,2980.3,
2021-09-13T07:33:00,,,,,,,,1,2980.3,
2021-09-13T07:33:00,,,,,,,,2,2980.3,
2021-09-13T07:33:00,44,,,122,112,,136,3,2980.3,26
2021-09-13T08:08:00,,,,,,,,1,2980.3,
2021-09-13T08:08:00,32,,,92,94,,108,2,2980.3,26
2021-09-13T08:08:00,,,,,,,,3,2980.3,
2021-09-14T06:40:00,88,,,220,210,,198,1,2842,38
2021-09-14T06:40:00,,,,,,,,2,2842,
2021-09-14T06:40:00,,,,,,,,3,2842,
2021-09-14T07:31:00,,,,,,,,1,2842,
2021-09-14T07:31:00,,,,,,,,2,2842,
2021-09-14T07:31:00,44,,,122,112,,136,3,2842,26
2021-09-14T08:06:00,,,,,,,,1,2842,
2021-09-14T08:06:00,32,,,92,94,,108,2,2842,26
2021-09-14T08:06:00,,,,,,,,3,2842,
2021-09-15T06:31:00,88,,,220,210,,198,1,2978,38
2021-09-15T06:31:00,,,,,,,,2,2978,
2021-09-15T06:31:00,,,,,,,,3,2978,
2021-09-15T07:17:00,,,,,,,,1,2978,
2021-09-15T07:17:00,,,,,,,,2,2978,
2021-09-15T07:17:00,44,,,122,112,,136,3,2978,26
2021-09-15T07:56:00,,,,,,,,1,2978,
2021-09-15T07:56:00,32,,,92,94,,,2,2978,26
2021-09-15T07:56:00,,,,,,,,3,2978,
2021-09-16T06:23:00,90,,,226,214,,204,1,2829,39
2021-09-16T06:23:00,,,,,,,,2,2829,
2021-09-16T06:23:00,,,,,,,,3,2829,
2021-09-16T07:26:00,,,,,,,,1,2829,
2021-09-16T07:26:00,,,,,,,,2,2829,
2021-09-16T07:26:00,44,,,122,112,,136,3,2829,26
2021-09-16T08:08:00,,,,,,,,1,2829,
2021-09-16T08:08:00,32,,,92,94,,108,2,2829,26
2021-09-16T08:08:00,,,,,,,,3,2829,
2021-09-16T08:46:00,,,,,,,,1,2829,
2021-09-16T08:46:00,,,,,94,,,2,2829,26
2021-09-16T08:46:00,,,,,,,,3,2829,
2021-09-17T05:22:00,,,,,,,,1,2903,
2021-09-17T05:22:00,32,,,92,94,,108,2,2903,26
2021-09-17T05:22:00,,,,,,,,3,2903,
2021-09-17T06:12:00,,,,,,,,1,2903,
2021-09-17T06:12:00,,,,,,,,2,2903,
2021-09-17T06:12:00,44,,,122,112,,136,3,2903,26
2021-09-17T06:58:00,90,,,226,214,,204,1,2903,39
2021-09-17T06:58:00,,,,,,,,2,2903,
2021-09-17T06:58:00,,,,,,,,3,2903,
2021-09-18T05:32:00,90,,,226,214,,204,1,2912,39
2021-09-18T05:32:00,,,,,,,,2,2912,
2021-09-18T05:32:00,,,,,,,,3,2912,
2021-09-18T06:37:00,,,,,,,,1,2912,
2021-09-18T06:37:00,,,,,,,,2,2912,
2021-09-18T06:37:00,48,,,128,116,,142,3,2912,26
2021-09-18T07:08:00,,,,,,,,1,2912,
2021-09-18T07:08:00,32,,,92,94,,108,2,2912,26
2021-09-18T07:08:00,,,,,,,,3,2912,
2021-09-19T05:28:00,,,,,,,,1,2927,
2021-09-19T05:28:00,32,,,94,98,,110,2,2927,26
2021-09-19T05:28:00,,,,,,,,3,2927,
2021-09-19T06:32:00,90,,,226,214,,204,1,2927,39
2021-09-19T06:32:00,,,,,,,,2,2927,
2021-09-19T06:32:00,,,,,,,,3,2927,
2021-09-19T07:34:00,,,,,,,,1,2927,
2021-09-19T07:34:00,,,,,,,,2,2927,
2021-09-19T07:34:00,48,,,128,116,,142,3,2927,26
2021-09-20T06:01:00,,,,,,,,1,2802,
2021-09-20T06:01:00,,,,,98,,,2,2802,26
2021-09-20T06:01:00,,,,,,,,3,2802,
2021-09-20T06:04:00,90,,,226,214,,204,1,2802,39
2021-09-20T06:04:00,,,,,,,,2,2802,
2021-09-20T06:04:00,,,,,,,,3,2802,
2021-09-20T07:13:00,,,,,,,,1,2802,
2021-09-20T07:13:00,,,,,,,,2,2802,
2021-09-20T07:13:00,48,,,128,116,,142,3,2802,26
2021-09-20T08:01:00,,,,,,,,1,2802,
2021-09-20T08:01:00,32,,,94,98,,110,2,2802,26
2021-09-20T08:01:00,,,,,,,,3,2802,
2021-09-21T06:17:00,90,,,226,214,,204,1,2774,39
2021-09-21T06:17:00,,,,,,,,2,2774,
2021-09-21T06:17:00,,,,,,,,3,2774,
2021-09-21T07:19:00,,,,,,,,1,2774,
2021-09-21T07:19:00,,,,,,,,2,2774,
2021-09-21T07:19:00,48,,,128,116,,142,3,2774,26
2021-09-21T08:12:00,,,,,,,,1,2774,
2021-09-21T08:12:00,32,,,94,98,,110,2,2774,26
2021-09-21T08:12:00,,,,,,,,3,2774,
2021-09-22T06:23:00,92,,,232,220,,208,1,2881.1,40
2021-09-22T06:23:00,,,,,,,,2,2881.1,
2021-09-22T06:23:00,,,,,,,,3,2881.1,
2021-09-22T07:34:00,,,,,,,,1,2881.1,
2021-09-22T07:34:00,,,,,,,,2,2881.1,
2021-09-22T07:34:00,42,,,114,102,,126,3,2881.1,23
2021-09-22T08:40:00,,,,,,,,1,2881.1,
2021-09-22T08:40:00,30,,,90,94,,106,2,2881.1,25
2021-09-22T08:40:00,,,,,,,,3,2881.1,
2021-09-23T06:16:00,92,,,232,220,,208,1,2787,40
2021-09-23T06:16:00,,,,,,,,2,2787,
2021-09-23T06:16:00,,,,,,,,3,2787,
2021-09-23T08:13:00,,,,,,,,1,2787,
2021-09-23T08:13:00,30,,,90,94,,106,2,2787,25
2021-09-23T08:13:00,,,,,,,,3,2787,
2021-09-23T07:30:00,,,,,,,,1,2787,
2021-09-23T07:30:00,,,,,,,,2,2787,
2021-09-23T07:30:00,42,,,114,102,,126,3,2787,23
2021-09-24T05:31:00,92,,,232,220,,208,1,2685,40
2021-09-24T05:31:00,,,,,,,,2,2685,
2021-09-24T05:31:00,,,,,,,,3,2685,
2021-09-24T06:21:00,,,,,,,,1,2685,
2021-09-24T06:21:00,,,,,,,,2,2685,
2021-09-24T06:21:00,42,,,114,102,,126,3,2685,23
2021-09-24T06:59:00,,,,,,,,1,2685,
2021-09-24T06:59:00,30,,,90,94,,106,2,2685,25
2021-09-24T06:59:00,,,,,,,,3,2685,
2021-09-25T05:32:00,,,,,,,,1,2992,
2021-09-25T05:32:00,30,,,90,94,,106,2,2992,25
2021-09-25T05:32:00,,,,,,,,3,2992,
2021-09-25T07:01:00,,,,,,,,1,2992,
2021-09-25T07:01:00,,,,,,,,2,2992,
2021-09-25T07:01:00,42,,,114,102,,126,3,2992,23
2021-09-25T08:03:00,98,,,244,232,,218,1,2992,42
2021-09-25T08:03:00,,,,,,,,2,2992,
2021-09-25T08:03:00,,,,,,,,3,2992,
2021-09-26T05:42:00,98,,,244,232,,218,1,2721,42
2021-09-26T05:42:00,,,,,,,,2,2721,
2021-09-26T05:42:00,,,,,,,,3,2721,
2021-09-26T06:28:00,,,,,,,,1,2721,
2021-09-26T06:28:00,,,,,,,,2,2721,
2021-09-26T06:28:00,42,,,114,102,,126,3,2721,23
2021-09-26T07:03:00,,,,,,,,1,2721,
2021-09-26T07:03:00,30,,,90,94,,106,2,2721,25
2021-09-26T07:03:00,,,,,,,,3,2721,
2021-09-27T06:38:00,98,,,244,232,,218,1,2989,42
2021-09-27T06:38:00,,,,,,,,2,2989,
2021-09-27T06:38:00,,,,,,,,3,2989,
2021-09-27T07:50:00,,,,,,,,1,2989,
2021-09-27T07:50:00,,,,,,,,2,2989,
2021-09-27T07:50:00,42,,,114,102,,126,3,2989,23
2021-09-27T08:32:00,,,,,,,,1,2989,
2021-09-27T08:32:00,30,,,90,94,,106,2,2989,25
2021-09-27T08:32:00,,,,,,,,3,2989,
2021-09-28T06:09:00,102,,,234,252,,228,1,2655,42
2021-09-28T06:09:00,,,,,,,,2,2655,
2021-09-28T06:09:00,,,,,,,,3,2655,
2021-09-28T07:10:00,,,,,,,,1,2655,
2021-09-28T07:10:00,,,,,,,,2,2655,
2021-09-28T07:10:00,42,,,114,102,,126,3,2655,23
2021-09-28T07:56:00,,,,,,,,1,2655,
2021-09-28T07:56:00,30,,,90,94,,106,2,2655,25
2021-09-28T07:56:00,,,,,,,,3,2655,
2021-09-29T06:06:00,102,,,234,252,,228,1,2992,42
2021-09-29T06:06:00,,,,,,,,2,2992,
2021-09-29T06:06:00,,,,,,,,3,2992,
2021-09-29T07:23:00,,,,,,,,1,2992,
2021-09-29T07:23:00,,,,,,,,2,2992,
2021-09-29T07:23:00,42,,,114,102,,126,3,2992,23
2021-09-29T08:23:00,,,,,,,,1,2992,
2021-09-29T08:23:00,30,,,90,94,,1046,2,2992,25
2021-09-29T08:23:00,,,,,,,,3,2992,
2021-09-30T06:25:00,102,,,234,252,,1790,1,2793,42
2021-09-30T06:25:00,,,,,,,,2,2793,
2021-09-30T06:25:00,,,,,,,,3,2793,
2021-09-30T07:59:00,,,,,,,,1,2793,
2021-09-30T07:59:00,,,,,,,,2,2793,
2021-09-30T07:59:00,44,,,120,108,,958,3,2793,23
2021-09-30T08:50:00,,,,,,,,1,2793,
2021-09-30T08:50:00,32,,,94,98,,1072,2,2793,25
2021-09-30T08:50:00,,,,,,,,3,2793,
2021-10-01T06:33:00,,,,,,,,1,2802,
2021-10-01T06:33:00,,,,,,,,2,2802,
2021-10-01T06:33:00,44,,,120,108,,958,3,2802,23
2021-10-02T06:16:00,,,,,,,,1,3003.94,
2021-10-02T06:16:00,,,,,,,,2,3003.94,
2021-10-02T06:16:00,44,,,120,108,,958,3,3003.94,23
2021-10-03T05:54:00,,,,,,,,1,2892,
2021-10-03T05:54:00,,,,,,,,2,2892,
2021-10-03T05:54:00,44,,,120,108,,958,3,2892,23
2021-10-04T07:32:00,,,,,,,,1,2770,
2021-10-04T07:32:00,,,,,,,,2,2770,
2021-10-04T07:32:00,44,,,120,108,,958,3,2770,23
2021-10-05T07:40:00,,,,,,,,1,2840,
2021-10-05T07:40:00,,,,,,,,2,2840,
2021-10-05T07:40:00,44,,,120,108,,958,3,2840,23
2021-10-06T07:06:00,,,,,,,,1,2689,
