date,Algod√£o,CONCENTRADO,Complemento alimenta,Farinha de Milho,Farinha de Soja,Feno,Silagem de milho,lote,leite,qtd_animais_alimentados
2021-10-06T07:06:00,,,,,,,,2,2689,
2021-10-06T07:06:00,44,,,120,108,,958,3,2689,23
2021-10-07T07:04:00,,,,,,,,1,2943,
2021-10-07T07:04:00,,,,,,,,2,2943,
2021-10-07T07:04:00,36,,,98,90,,790,3,2943,19
2021-10-08T06:56:00,,,,,,,,1,2808,
2021-10-08T06:56:00,,,,,,,,2,2808,
2021-10-08T06:56:00,36,,,98,90,,790,3,2808,19
2021-10-09T06:07:00,,,,,,,,1,2963,
2021-10-09T06:07:00,,,,,,,,2,2963,
2021-10-09T06:07:00,36,,,98,90,,790,3,2963,19
2021-10-10T06:40:00,,,,,,,,1,2778,
2021-10-10T06:40:00,,,,,,,,2,2778,
2021-10-10T06:40:00,36,,,98,90,,790,3,2778,19
2021-10-11T08:11:00,,,,,,,,1,2910,
2021-10-11T08:11:00,,,,,,,,2,2910,
2021-10-11T08:11:00,36,,,98,90,,790,3,2910,19
2021-10-12T06:39:00,,,,,,,,1,2813,
2021-10-12T06:39:00,,,,,,,,2,2813,
2021-10-12T06:39:00,36,,,98,90,,790,3,2813,19
2021-10-13T07:46:00,,,,,,,,1,3078.1,
2021-10-13T07:46:00,,,,,,,,2,3078.1,
2021-10-13T07:46:00,36,,,98,90,,790,3,3078.1,19
2021-10-14T06:41:00,,,,,,,,1,2865,
2021-10-14T06:41:00,,,,,,,,2,2865,
2021-10-14T06:41:00,36,,,98,90,,790,3,2865,19
2021-10-15T06:38:00,,,,,,,,1,2975,
2021-10-15T06:38:00,,,,,,,,2,2975,
2021-10-15T06:38:00,38,,,102,92,,816,3,2975,19
2021-10-16T06:35:00,,,,,,,,1,2953,
2021-10-16T06:35:00,,,,,,,,2,2953,
2021-10-16T06:35:00,38,,,102,92,,816,3,2953,19
2021-10-17T07:29:00,,,,,,,,1,3063,
2021-10-17T07:29:00,,,,,,,,2,3063,
2021-10-17T07:29:00,38,,,102,92,,816,3,3063,19
2021-10-18T07:30:00,,,,,,,,1,2834,
2021-10-18T07:30:00,,,,,,,,2,2834,
2021-10-18T07:30:00,38,,,102,92,,816,3,2834,19
2021-10-19T07:25:00,,,,,,,,1,3016,
2021-10-19T07:25:00,,,,,,,,2,3016,
2021-10-19T07:25:00,38,,,102,92,,816,3,3016,19
2021-10-20T07:41:00,,,,,,,,1,3107.4,
2021-10-20T07:41:00,,,,,,,,2,3107.4,
2021-10-20T07:41:00,38,,,102,92,,816,3,3107.4,19
2021-10-21T07:05:00,,,,,,,,1,2988,
2021-10-21T07:05:00,,,,,,,,2,2988,
2021-10-21T07:05:00,38,,,102,92,,816,3,2988,19
2021-10-22T06:21:00,,,,,,,,1,3035,
2021-10-22T06:21:00,,,,,,,,2,3035,
2021-10-22T06:21:00,38,,,102,92,,816,3,3035,19
2021-10-23T07:12:00,,,,,,,,1,3134,
2021-10-23T07:12:00,,,,,,,,2,3134,
2021-10-23T07:12:00,42,,,112,102,,902,3,3134,21
2021-10-24T06:41:00,,,,,,,,1,3104,
2021-10-24T06:41:00,,,,,,,,2,3104,
2021-10-24T06:41:00,42,,,112,102,,902,3,3104,21
2021-10-25T07:15:00,,,,,,,,1,3158,
2021-10-25T07:15:00,,,,,,,,2,3158,
2021-10-25T07:15:00,42,,,112,102,,902,3,3158,21
2021-10-26T07:16:00,,,,,,,,1,2953,
2021-10-26T07:16:00,,,,,,,,2,2953,
2021-10-26T07:16:00,42,,,112,102,,902,3,2953,21
2021-10-27T07:02:00,,,,,,,,1,2850,
2021-10-27T07:02:00,,,,,,,,2,2850,
2021-10-27T07:02:00,42,,,112,102,,902,3,2850,21
2021-10-28T07:21:00,,,,,,,,1,2978,
2021-10-28T07:21:00,,,,,,,,2,2978,
2021-10-28T07:21:00,42,,,112,102,,902,3,2978,21
2021-10-29T07:22:00,,,,,,,,1,2823,
2021-10-29T07:22:00,,,,,,,,2,2823,
2021-10-29T07:22:00,42,,,112,102,,902,3,2823,21
2021-10-30T06:24:00,,,,,,,,1,2943,
2021-10-30T06:24:00,,,,,,,,2,2943,
2021-10-30T06:24:00,42,,,112,102,,902,3,2943,21
2021-10-31T06:48:00,,,,,,,,1,3154.4,
2021-10-31T06:48:00,,,,,,,,2,3154.4,
2021-10-31T06:48:00,42,,,112,102,,902,3,3154.4,21
2021-10-01T07:57:00,,,,,,,,1,2802,
2021-10-01T07:57:00,32,,,94,98,,1072,2,2802,25
2021-10-01T07:57:00,,,,,,,,3,2802,
2021-10-02T06:55:00,,,,,,,,1,3003.94,
2021-10-02T06:55:00,32,,,94,98,,1072,2,3003.94,25
2021-10-02T06:55:00,,,,,,,,3,3003.94,
2021-10-03T05:19:00,,,,,,,,1,2892,
2021-10-03T05:19:00,32,,,94,98,,1072,2,2892,25
2021-10-03T05:19:00,,,,,,,,3,2892,
2021-10-04T08:21:00,,,,,,,,1,2770,
2021-10-04T08:21:00,32,,,96,100,,1088,2,2770,25
2021-10-04T08:21:00,,,,,,,,3,2770,
2021-10-05T08:42:00,,,,,,,,1,2840,
2021-10-05T08:42:00,32,,,96,100,,1088,2,2840,25
2021-10-05T08:42:00,,,,,,,,3,2840,
2021-10-06T07:55:00,,,,,,,,1,2689,
2021-10-06T07:55:00,32,,,98,102,,1106,2,2689,25
2021-10-06T07:55:00,,,,,,,,3,2689,
2021-10-07T07:52:00,,,,,,,,1,2943,
2021-10-07T07:52:00,38,,,114,118,,1282,2,2943,29
2021-10-07T07:52:00,,,,,,,,3,2943,
2021-10-08T07:42:00,,,,,,,,1,2808,
2021-10-08T07:42:00,38,,,114,118,,1282,2,2808,29
2021-10-08T07:42:00,,,,,,,,3,2808,
2021-10-09T06:52:00,,,,,,,,1,2963,
2021-10-09T06:52:00,38,,,114,118,,1282,2,2963,29
2021-10-09T06:52:00,,,,,,,,3,2963,
2021-10-10T07:21:00,,,,,,,,1,2778,
2021-10-10T07:21:00,38,,,114,118,,1282,2,2778,29
2021-10-10T07:21:00,,,,,,,,3,2778,
2021-10-11T09:22:00,,,,,,,,1,2910,
2021-10-11T09:22:00,38,,,114,118,,1282,2,2910,29
2021-10-11T09:22:00,,,,,,,,3,2910,
2021-10-12T07:47:00,,,,,,,,1,2813,
2021-10-12T07:47:00,38,,,114,118,,1282,2,2813,29
2021-10-12T07:47:00,,,,,,,,3,2813,
2021-10-13T08:39:00,,,,,,,,1,3078.1,
2021-10-13T08:39:00,38,,,114,118,,1282,2,3078.1,29
2021-10-13T08:39:00,,,,,,,,3,3078.1,
2021-10-14T07:47:00,,,,,,,,1,2865,
2021-10-14T07:47:00,38,,,114,118,,1282,2,2865,29
2021-10-14T07:47:00,,,,,,,,3,2865,
2021-10-15T07:28:00,,,,,,,,1,2975,
2021-10-15T07:28:00,38,,,114,118,,1282,2,2975,29
2021-10-15T07:28:00,,,,,,,,3,2975,
2021-10-16T07:09:00,,,,,,,,1,2953,
2021-10-16T07:09:00,38,,,114,118,,1282,2,2953,29
2021-10-16T07:09:00,,,,,,,,3,2953,
2021-10-17T08:13:00,,,,,,,,1,3063,
2021-10-17T08:13:00,38,,,114,118,,1282,2,3063,29
2021-10-17T08:13:00,,,,,,,,3,3063,
2021-10-18T08:11:00,,,,,,,,1,2834,
2021-10-18T08:11:00,38,,,114,118,,1282,2,2834,29
2021-10-18T08:11:00,,,,,,,,3,2834,
2021-10-19T08:16:00,,,,,,,,1,3016,
2021-10-19T08:16:00,38,,,114,116,,1276,2,3016,28
2021-10-19T08:16:00,,,,,,,,3,3016,
2021-10-20T08:27:00,,,,,,,,1,3107.4,
2021-10-20T08:27:00,38,,,114,116,,1276,2,3107.4,28
2021-10-20T08:27:00,,,,,,,,3,3107.4,
2021-10-21T06:12:00,,,,,,,,1,2988,
2021-10-21T06:12:00,32,,,92,96,,1048,2,2988,23
2021-10-21T06:12:00,,,,,,,,3,2988,
2021-10-22T05:22:00,,,,,,,,1,3035,
2021-10-22T05:22:00,40,,,118,122,,1322,2,3035,29
2021-10-22T05:22:00,,,,,,,,3,3035,
2021-10-23T07:44:00,,,,,,,,1,3134,
2021-10-23T07:44:00,36,,,106,108,,1186,2,3134,26
2021-10-23T07:44:00,,,,,,,,3,3134,
2021-10-24T05:03:00,,,,,,,,1,3104,
2021-10-24T05:03:00,36,,,106,108,,1186,2,3104,26
2021-10-24T05:03:00,,,,,,,,3,3104,
2021-10-25T07:50:00,,,,,,,,1,3158,
2021-10-25T07:50:00,36,,,106,108,,1186,2,3158,26
2021-10-25T07:50:00,,,,,,,,3,3158,
2021-10-26T07:54:00,,,,,,,,1,2953,
2021-10-26T07:54:00,36,,,110,112,,1232,2,2953,27
2021-10-26T07:54:00,,,,,,,,3,2953,
2021-10-27T07:30:00,,,,,,,,1,2850,
2021-10-27T07:30:00,36,,,110,112,,1232,2,2850,27
2021-10-27T07:30:00,,,,,,,,3,2850,
2021-10-28T07:49:00,,,,,,,,1,2978,
2021-10-28T07:49:00,36,,,110,112,,1232,2,2978,27
2021-10-28T07:49:00,,,,,,,,3,2978,
2021-10-29T08:05:00,,,,,,,,1,2823,
2021-10-29T08:05:00,36,,,110,112,,1232,2,2823,27
2021-10-29T08:05:00,,,,,,,,3,2823,
2021-10-30T06:54:00,,,,,,,,1,2943,
2021-10-30T06:54:00,36,,,110,112,,1232,2,2943,27
2021-10-30T06:54:00,,,,,,,,3,2943,
2021-10-31T07:17:00,,,,,,,,1,3154.4,
2021-10-31T07:17:00,36,,,110,112,,1232,2,3154.4,27
2021-10-31T07:17:00,,,,,,,,3,3154.4,
2021-10-01T05:23:00,102,,,234,252,,1790,1,2802,42
2021-10-01T05:23:00,,,,,,,,2,2802,
2021-10-01T05:23:00,,,,,,,,3,2802,
2021-10-02T05:29:00,102,,,234,252,,1790,1,3003.94,42
2021-10-02T05:29:00,,,,,,,,2,3003.94,
2021-10-02T05:29:00,,,,,,,,3,3003.94,
2021-10-03T06:35:00,102,,,234,252,,1790,1,2892,42
2021-10-03T06:35:00,,,,,,,,2,2892,
2021-10-03T06:35:00,,,,,,,,3,2892,
2021-10-04T06:18:00,102,,,234,252,,1790,1,2770,42
2021-10-04T06:18:00,,,,,,,,2,2770,
2021-10-04T06:18:00,,,,,,,,3,2770,
2021-10-05T06:16:00,102,,,234,252,,1790,1,2840,42
2021-10-05T06:16:00,,,,,,,,2,2840,
2021-10-05T06:16:00,,,,,,,,3,2840,
2021-10-06T06:03:00,102,,,234,252,,1790,1,2689,42
2021-10-06T06:03:00,,,,,,,,2,2689,
2021-10-06T06:03:00,,,,,,,,3,2689,
2021-10-07T05:53:00,98,,,230,246,,1746,1,2943,41
2021-10-07T05:53:00,,,,,,,,2,2943,
2021-10-07T05:53:00,,,,,,,,3,2943,
2021-10-08T05:14:00,98,,,230,246,,1746,1,2808,41
2021-10-08T05:14:00,,,,,,,,2,2808,
2021-10-08T05:14:00,,,,,,,,3,2808,
2021-10-09T05:15:00,98,,,230,246,,1746,1,2963,41
2021-10-09T05:15:00,,,,,,,,2,2963,
2021-10-09T05:15:00,,,,,,,,3,2963,
2021-10-10T05:35:00,98,,,230,246,,1746,1,2778,41
2021-10-10T05:35:00,,,,,,,,2,2778,
2021-10-10T05:35:00,,,,,,,,3,2778,
2021-10-11T06:50:00,98,,,230,246,,1746,1,2910,41
2021-10-11T06:50:00,,,,,,,,2,2910,
2021-10-11T06:50:00,,,,,,,,3,2910,
2021-10-12T05:24:00,98,,,230,246,,1746,1,2813,41
2021-10-12T05:24:00,,,,,,,,2,2813,
2021-10-12T05:24:00,,,,,,,,3,2813,
2021-10-13T06:18:00,98,,,230,246,,1746,1,3078.1,41
2021-10-13T06:18:00,,,,,,,,2,3078.1,
2021-10-13T06:18:00,,,,,,,,3,3078.1,
2021-10-14T05:42:00,102,,,234,252,,1790,1,2865,42
2021-10-14T05:42:00,,,,,,,,2,2865,
2021-10-14T05:42:00,,,,,,,,3,2865,
2021-10-15T05:19:00,104,,,260,250,,1848,1,2975,42
2021-10-15T05:19:00,,,,,,,,2,2975,
2021-10-15T05:19:00,,,,,,,,3,2975,
2021-10-16T05:16:00,104,,,260,250,,1848,1,2953,42
2021-10-16T05:16:00,,,,,,,,2,2953,
2021-10-16T05:16:00,,,,,,,,3,2953,
2021-10-17T06:25:00,104,,,260,250,,1848,1,3063,42
2021-10-17T06:25:00,,,,,,,,2,3063,
2021-10-17T06:25:00,,,,,,,,3,3063,
2021-10-18T06:08:00,110,,,274,262,,1936,1,2834,44
2021-10-18T06:08:00,,,,,,,,2,2834,
2021-10-18T06:08:00,,,,,,,,3,2834,
2021-10-20T06:33:00,110,,,274,262,,1936,1,3107.4,44
2021-10-20T06:33:00,,,,,,,,2,3107.4,
2021-10-20T06:33:00,,,,,,,,3,3107.4,
2021-10-19T06:13:00,110,,,274,262,,1936,1,3016,44
2021-10-19T06:13:00,,,,,,,,2,3016,
2021-10-19T06:13:00,,,,,,,,3,3016,
2021-10-21T07:52:00,108,,,268,256,,1892,1,2988,43
2021-10-21T07:52:00,,,,,,,,2,2988,
2021-10-21T07:52:00,,,,,,,,3,2988,
2021-10-22T07:16:00,108,,,268,256,,1892,1,3035,43
2021-10-22T07:16:00,,,,,,,,2,3035,
2021-10-22T07:16:00,,,,,,,,3,3035,
2021-10-23T06:30:00,108,,,268,256,,1892,1,3134,43
2021-10-23T06:30:00,,,,,,,,2,3134,
2021-10-23T06:30:00,,,,,,,,3,3134,
2021-10-24T05:58:00,108,,,268,256,,1892,1,3104,43
2021-10-24T05:58:00,,,,,,,,2,3104,
2021-10-24T05:58:00,,,,,,,,3,3104,
2021-10-25T06:18:00,108,,,268,256,,1892,1,3158,43
2021-10-25T06:18:00,,,,,,,,2,3158,
2021-10-25T06:18:00,,,,,,,,3,3158,
2021-10-26T06:05:00,108,,,268,256,,1892,1,2953,43
2021-10-26T06:05:00,,,,,,,,2,2953,
2021-10-26T06:05:00,,,,,,,,3,2953,
2021-10-27T06:05:00,108,,,268,256,,1892,1,2850,43
2021-10-27T06:05:00,,,,,,,,2,2850,
2021-10-27T06:05:00,,,,,,,,3,2850,
2021-10-28T06:20:00,108,,,268,256,,1892,1,2978,43
2021-10-28T06:20:00,,,,,,,,2,2978,
2021-10-28T06:20:00,,,,,,,,3,2978,
2021-10-29T06:09:00,108,,,268,256,,1892,1,2823,43
2021-10-29T06:09:00,,,,,,,,2,2823,
2021-10-29T06:09:00,,,,,,,,3,2823,
2021-10-30T05:24:00,108,,,268,256,,1892,1,2943,43
2021-10-30T05:24:00,,,,,,,,2,2943,
2021-10-30T05:24:00,,,,,,,,3,2943,
2021-10-31T05:53:00,108,,,268,256,,1892,1,3154.4,43
2021-10-31T05:53:00,,,,,,,,2,3154.4,
2021-10-31T05:53:00,,,,,,,,3,3154.4,
2022-01-01T07:33:00,,,,,,,,1,3186,
2022-01-01T07:33:00,,,,,,,,2,3186,
2022-01-01T07:33:00,,,,128,128,32,1436,3,3186,29
2022-01-02T07:19:00,,,,,,,,1,2983,
2022-01-02T07:19:00,,,,,,,,2,2983,
2022-01-02T07:19:00,,,,128,128,32,1436,3,2983,29
2022-01-03T07:53:00,,,,,,,,1,3179.6,
2022-01-03T07:53:00,,,,,,,,2,3179.6,
2022-01-03T07:53:00,,,,128,128,32,1436,3,3179.6,29
2022-01-04T07:42:00,,,,,,,,1,3079,
2022-01-04T07:42:00,,,,,,,,2,3079,
2022-01-04T07:42:00,,,,128,128,32,1436,3,3079,29
2022-01-05T07:24:00,,,,,,,,1,3042,
2022-01-05T07:24:00,,,,,,,,2,3042,
2022-01-05T07:24:00,,,,136,136,34,1534,3,3042,31
2022-01-06T08:12:00,,,,,,,,1,2830,
2022-01-06T08:12:00,,,,,,,,2,2830,
2022-01-06T08:12:00,,,,136,136,34,1534,3,2830,31
2022-01-07T07:14:00,,,,,,,,1,2961,
2022-01-07T07:14:00,,,,,,,,2,2961,
2022-01-07T07:14:00,,,,136,136,34,1534,3,2961,31
2022-01-08T06:36:00,,,,,,,,1,2762,
2022-01-08T06:36:00,,,,,,,,2,2762,
2022-01-08T06:36:00,,,,136,136,34,1534,3,2762,31
2022-01-09T06:57:00,,,,,,,,1,2960,
2022-01-09T06:57:00,,,,,,,,2,2960,
2022-01-09T06:57:00,,,,136,136,34,1534,3,2960,31
2022-01-10T07:24:00,,,,,,,,1,3081,
2022-01-10T07:24:00,,,,,,,,2,3081,
2022-01-10T07:24:00,,,,156,140,,1302,3,3081,31
2022-01-11T07:22:00,,,,,,,,1,2949,
2022-01-11T07:22:00,,,,,,,,2,2949,
2022-01-11T07:22:00,,,,156,140,,1302,3,2949,31
2022-01-12T07:14:00,,,,,,,,1,2918,
2022-01-12T07:14:00,,,,,,,,2,2918,
2022-01-12T07:14:00,,,,156,140,,1302,3,2918,31
2022-01-13T07:18:00,,,,,,,,1,2935,
2022-01-13T07:18:00,,,,,,,,2,2935,
2022-01-13T07:18:00,,,,156,140,,1302,3,2935,31
2022-01-14T06:37:00,,,,,,,,1,2824,
2022-01-14T06:37:00,,,,,,,,2,2824,
2022-01-14T06:37:00,,,,132,118,,1092,3,2824,26
2022-01-15T06:14:00,,,,,,,,1,2917,
2022-01-15T06:14:00,,,,,,,,2,2917,
2022-01-15T06:14:00,,,,132,118,,1092,3,2917,26
2022-01-16T06:11:00,,,,,,,,1,2781,
2022-01-16T06:11:00,,,,,,,,2,2781,
2022-01-16T06:11:00,,,,132,118,,1092,3,2781,26
2022-01-17T07:05:00,,,,,,,,1,2950,
2022-01-17T07:05:00,,,,,,,,2,2950,
2022-01-17T07:05:00,,,,132,118,,1092,3,2950,26
2022-01-18T06:58:00,,,,,,,,1,2925.4,
2022-01-18T06:58:00,,,,,,,,2,2925.4,
2022-01-18T06:58:00,,,,132,118,,1092,3,2925.4,26
2022-01-19T06:52:00,,,,,,,,1,2884,
2022-01-19T06:52:00,,,,,,,,2,2884,
2022-01-19T06:52:00,,,,132,118,,1092,3,2884,26
2022-01-20T07:00:00,,,,,,,,1,2696,
2022-01-20T07:00:00,,,,,,,,2,2696,
2022-01-20T07:00:00,,,,142,126,,1176,3,2696,28
2022-01-21T06:38:00,,,,,,,,1,2665,
2022-01-21T06:38:00,,,,,,,,2,2665,
2022-01-21T06:38:00,,,,152,136,,1260,3,2665,30
2022-01-22T06:40:00,,,,,,,,1,2935,
2022-01-22T06:40:00,,,,,,,,2,2935,
2022-01-22T06:40:00,,,,146,130,,1218,3,2935,29
2022-01-23T05:21:00,,,,,,,,1,2811,
2022-01-23T05:21:00,,,,,,,,2,2811,
2022-01-23T05:21:00,,,,146,130,,1218,3,2811,29
2022-01-24T07:08:00,,,,,,,,1,3044,
2022-01-24T07:08:00,,,,,,,,2,3044,
2022-01-24T07:08:00,,,,152,136,,1260,3,3044,30
2022-01-25T06:53:00,,,,,,,,1,2954,
2022-01-25T06:53:00,,,,,,,,2,2954,
2022-01-25T06:53:00,,,,152,136,,1260,3,2954,30
2022-01-26T07:05:00,,,,,,,,1,3196,
2022-01-26T07:05:00,,,,,,,,2,3196,
2022-01-26T07:05:00,,,,152,136,,1260,3,3196,30
2022-01-27T07:26:00,,,,,,,,1,3132,
2022-01-27T07:26:00,,,,,,,,2,3132,
2022-01-27T07:26:00,,,,152,136,,1260,3,3132,30
2022-01-28T06:36:00,,,,,,,,1,3179,
2022-01-28T06:36:00,,,,,,,,2,3179,
2022-01-28T06:36:00,,,,152,136,,1260,3,3179,30
2022-01-29T06:54:00,,,,,,,,1,3271,
2022-01-29T06:54:00,,,,,,,,2,3271,
2022-01-29T06:54:00,,,,136,122,,1134,3,3271,27
2022-01-30T07:34:00,,,,,,,,1,3066,
2022-01-30T07:34:00,,,,,,,,2,3066,
2022-01-30T07:34:00,,,,136,122,,1134,3,3066,27
2022-01-31T08:21:00,,,,,,,,1,2791,
2022-01-31T08:21:00,,,,,,,,2,2791,
2022-01-31T08:21:00,,,,136,122,,1134,3,2791,27
2022-01-01T08:14:00,,,,,,,,1,3186,
2022-01-01T08:14:00,,,,54,60,,850,2,3186,18
2022-01-01T08:14:00,,,,,,,,3,3186,
2022-01-02T08:04:00,,,,,,,,1,2983,
2022-01-02T08:04:00,,,,54,60,,850,2,2983,18
2022-01-02T08:04:00,,,,,,,,3,2983,
2022-01-03T06:33:00,,,,,,,,1,3179.6,
2022-01-03T06:33:00,,,,54,60,,850,2,3179.6,18
2022-01-03T06:33:00,,,,,,,,3,3179.6,
2022-01-04T08:26:00,,,,,,,,1,3079,
2022-01-04T08:26:00,,,,54,60,,850,2,3079,18
2022-01-04T08:26:00,,,,,,,,3,3079,
2022-01-05T08:12:00,,,,,,,,1,3042,
2022-01-05T08:12:00,,,,54,60,,850,2,3042,18
2022-01-05T08:12:00,,,,,,,,3,3042,
2022-01-06T07:13:00,,,,,,,,1,2830,
2022-01-06T07:13:00,,,,54,60,,850,2,2830,18
2022-01-06T07:13:00,,,,,,,,3,2830,
2022-01-07T06:31:00,,,,,,,,1,2961,
2022-01-07T06:31:00,,,,54,60,,850,2,2961,18
2022-01-07T06:31:00,,,,,,,,3,2961,
2022-01-08T06:08:00,,,,,,,,1,2762,
2022-01-08T06:08:00,,,,54,60,,850,2,2762,18
2022-01-08T06:08:00,,,,,,,,3,2762,
2022-01-09T06:20:00,,,,,,,,1,2960,
2022-01-09T06:20:00,,,,54,60,,850,2,2960,18
2022-01-09T06:20:00,,,,,,,,3,2960,
2022-01-10T06:55:00,,,,,,,,1,3081,
2022-01-10T06:55:00,,,,70,80,,832,2,3081,18
2022-01-10T06:55:00,,,,,,,,3,3081,
2022-01-11T08:06:00,,,,,,,,1,2949,
2022-01-11T08:06:00,,,,70,80,,832,2,2949,18
2022-01-11T08:06:00,,,,,,,,3,2949,
2022-01-12T08:05:00,,,,,,,,1,2918,
2022-01-12T08:05:00,,,,54,62,,648,2,2918,14
2022-01-12T08:05:00,,,,,,,,3,2918,
2022-01-13T08:18:00,,,,,,,,1,2935,
2022-01-13T08:18:00,,,,54,62,,648,2,2935,14
2022-01-13T08:18:00,,,,,,,,3,2935,
2022-01-14T05:20:00,,,,,,,,1,2824,
2022-01-14T05:20:00,,,,90,102,,1064,2,2824,23
2022-01-14T05:20:00,,,,,,,,3,2824,
2022-01-15T07:04:00,,,,,,,,1,2917,
2022-01-15T07:04:00,,,,80,92,,966,2,2917,23
2022-01-15T07:04:00,,,,,,,,3,2917,
2022-01-16T06:37:00,,,,,,,,1,2781,
2022-01-16T06:37:00,,,,80,92,,966,2,2781,23
2022-01-16T06:37:00,,,,,,,,3,2781,
2022-01-17T07:49:00,,,,,,,,1,2950,
2022-01-17T07:49:00,,,,80,92,,966,2,2950,23
2022-01-17T07:49:00,,,,,,,,3,2950,
2022-01-18T07:44:00,,,,,,,,1,2925.4,
2022-01-18T07:44:00,,,,80,92,,966,2,2925.4,23
2022-01-18T07:44:00,,,,,,,,3,2925.4,
2022-01-19T07:35:00,,,,,,,,1,2884,
2022-01-19T07:35:00,,,,80,92,,966,2,2884,23
2022-01-19T07:35:00,,,,,,,,3,2884,
2022-01-20T07:45:00,,,,,,,,1,2696,
2022-01-20T07:45:00,,,,80,92,,966,2,2696,23
2022-01-20T07:45:00,,,,,,,,3,2696,
2022-01-21T07:36:00,,,,,,,,1,2665,
2022-01-21T07:36:00,,,,80,92,,966,2,2665,23
2022-01-21T07:36:00,,,,,,,,3,2665,
2022-01-22T07:29:00,,,,,,,,1,2935,
2022-01-22T07:29:00,,,,80,92,,966,2,2935,23
2022-01-22T07:29:00,,,,,,,,3,2935,
2022-01-23T06:59:00,,,,,,,,1,2811,
2022-01-23T06:59:00,,,,80,92,,966,2,2811,23
